,Class,X,Y
8126,CD8+,4140,17913
8127,CD8+,4143,17063
8128,FOXP3-CD4+,4147,16748
8129,FOXP3-CD4+,4148,17125
8130,CD8+,4148,17535
8131,FOXP3-CD4+,4150,16663
8132,CD8+,4152,17920
8133,CD8+,4155,17086
8134,CD8+,4155,17201
8135,CD8+,4155,17443
8136,FOXP3-CD4+,4157,17843
8137,FOXP3-CD4+,4158,16754
8138,CD8+,4158,17980
8139,FOXP3-CD4+,4159,16786
8140,CD8+,4164,17522
8141,FOXP3-CD4+,4165,17958
8142,FOXP3-CD4+,4166,17382
8143,FOXP3-CD4+,4168,17002
8144,FOXP3-CD4+,4171,17115
8145,FOXP3-CD4+,4171,17874
8146,FOXP3-CD4+,4172,16785
8147,FOXP3-CD4+,4172,16925
8148,CD8+,4172,17703
8149,FOXP3-CD4+,4175,17784
8150,CD8+,4176,17845
8151,FOXP3-CD4+,4184,17834
8152,FOXP3-CD4+,4186,16941
8153,FOXP3-CD4+,4190,17099
8154,FOXP3-CD4+,4191,17232
8155,FOXP3-CD4+,4193,17199
8156,CD8+,4196,16695
8157,FOXP3-CD4+,4198,16828
8158,FOXP3-CD4+,4198,17609
8159,FOXP3-CD4+,4198,17708
8160,CD8+,4202,17755
8161,FOXP3-CD4+,4203,17773
8162,CD8+,4206,17825
8163,CD8+,4207,16777
8164,CD8+,4207,17526
8165,FOXP3-CD4+,4209,16620
8166,CD8+,4212,17685
8167,CD8+,4212,17946
8168,FOXP3-CD4+,4213,17915
8169,CD8+,4217,16930
8170,CD8+,4217,17872
8171,CD8+,4220,17489
8172,FOXP3-CD4+,4220,17758
8173,CD8+,4223,16412
8174,FOXP3-CD4+,4227,16864
8175,FOXP3-CD4+,4228,16743
8176,CD8+,4229,17796
8177,FOXP3-CD4+,4232,17896
8178,CD8+,4235,17604
8179,CD8+,4237,16893
8180,CD8+,4237,17526
8181,FOXP3-CD4+,4237,17861
8182,CD8+,4238,17754
8183,FOXP3-CD4+,4239,17923
8184,FOXP3-CD4+,4241,17938
8185,FOXP3-CD4+,4243,17843
8186,CD8+,4244,17451
8187,FOXP3-CD4+,4245,17799
8188,FOXP3-CD4+,4249,16724
8189,CD8+,4254,17830
8190,FOXP3-CD4+,4254,17948
8191,FOXP3-CD4+,4255,17685
8192,CD8+,4255,17709
8193,CD8+,4256,17903
8194,FOXP3-CD4+,4258,17984
8195,FOXP3-CD4+,4260,17865
8196,CD8+,4261,17585
8197,FOXP3-CD4+,4264,17036
8198,CD8+,4268,17896
8199,CD8+,4269,17731
8200,FOXP3-CD4+,4271,16706
8201,CD8+,4275,16895
8202,CD8+,4275,17062
8203,CD8+,4276,17043
8204,CD8+,4276,17636
8205,CD8+,4281,17082
8206,CD8+,4281,17555
8207,CD8+,4282,16787
8208,CD8+,4292,17671
8209,CD8+,4293,17813
8210,CD8+,4296,16953
8211,CD8+,4296,17604
8212,CD8+,4297,17900
8213,CD8+,4298,17638
8214,CD8+,4298,17938
8215,CD8+,4299,16999
8216,CD8+,4301,17537
8217,CD8+,4301,17831
8218,CD8+,4304,17549
8219,CD8+,4305,17513
8220,CD8+,4305,17575
8221,CD8+,4311,17698
8222,FOXP3-CD4+,4313,17649
8223,CD8+,4313,17765
8224,FOXP3-CD4+,4314,16857
8225,CD8+,4314,17879
8226,FOXP3-CD4+,4319,16922
8227,FOXP3-CD4+,4322,17405
8228,CD8+,4323,16670
8229,FOXP3-CD4+,4324,17432
8230,CD8+,4326,17343
8231,CD8+,4329,16834
8232,CD8+,4329,16980
8233,CD8+,4331,17462
8234,FOXP3-CD4+,4331,17527
8235,FOXP3-CD4+,4336,16943
8236,CD8+,4337,17566
8237,FOXP3-CD4+,4340,16779
8238,CD8+,4340,17705
8239,FOXP3-CD4+,4341,16453
8240,FOXP3-CD4+,4341,17534
8241,CD8+,4341,17926
8242,FOXP3-CD4+,4343,16955
8243,CD8+,4343,17770
8244,CD8+,4346,16806
8245,CD8+,4346,17503
8246,CD8+,4347,17675
8247,FOXP3-CD4+,4350,17543
8248,CD8+,4355,17396
8249,CD8+,4359,17605
8250,CD8+,4363,17899
8251,CD8+,4367,17634
8252,CD8+,4372,16855
8253,CD8+,4373,17604
8254,CD8+,4373,17933
8255,CD8+,4378,17527
8256,FOXP3-CD4+,4380,17046
8257,CD8+,4381,17006
8258,FOXP3-CD4+,4381,17490
8259,FOXP3-CD4+,4384,17395
8260,FOXP3-CD4+,4391,17427
8261,FOXP3-CD4+,4392,17885
8262,CD8+,4396,17836
8263,CD8+,4398,17928
8264,FOXP3-CD4+,4400,17472
8265,CD8+,4402,17564
8266,FOXP3-CD4+,4406,17939
8267,FOXP3-CD4+,4420,17038
8268,CD8+,4422,17735
8269,FOXP3-CD4+,4425,16981
8270,FOXP3-CD4+,4426,16799
8271,CD8+,4427,17875
8272,FOXP3-CD4+,4432,17573
8273,FOXP3-CD4+,4433,16963
8274,FOXP3+CD4+,4434,16939
8275,CD8+,4435,17508
8276,CD8+,4442,17553
8277,CD8+,4445,16839
8278,FOXP3-CD4+,4445,16977
8279,CD8+,4446,17035
8280,FOXP3-CD4+,4450,17616
8281,CD8+,4452,16888
8282,CD8+,4456,17421
8283,CD8+,4456,17732
8284,CD8+,4459,16915
8285,FOXP3-CD4+,4461,17621
8286,CD8+,4462,17056
8287,CD8+,4466,17579
8288,FOXP3-CD4+,4469,16724
8289,CD8+,4469,17713
8290,CD8+,4476,17761
8291,CD8+,4477,16689
8292,FOXP3-CD4+,4480,17582
8293,CD8+,4484,16738
8294,FOXP3-CD4+,4485,17783
8295,FOXP3-CD4+,4487,16919
8296,CD8+,4487,16951
8297,CD8+,4493,17581
8298,CD8+,4495,17830
8299,CD8+,4501,17869
8300,CD8+,4502,17692
8301,FOXP3-CD4+,4510,16948
8302,FOXP3-CD4+,4512,17430
8303,CD8+,4513,17720
8304,CD8+,4515,17678
8305,FOXP3-CD4+,4523,17830
8306,CD8+,4532,17629
8307,FOXP3-CD4+,4545,16886
8308,FOXP3-CD4+,4546,17613
8309,CD8+,4554,17427
8310,CD8+,4560,17876
8311,CD8+,4562,17416
8312,FOXP3-CD4+,4563,16867
8313,FOXP3-CD4+,4564,16841
8314,CD8+,4565,17509
8315,CD8+,4572,17564
8316,CD8+,4577,16902
8317,FOXP3-CD4+,4577,17259
8318,FOXP3-CD4+,4590,17694
8319,CD8+,4591,17434
8320,FOXP3-CD4+,4594,16889
8321,CD8+,4594,17525
8322,CD8+,4596,17333
8323,CD8+,4606,17648
8324,CD8+,4616,16947
8325,FOXP3-CD4+,4631,17857
8326,FOXP3-CD4+,4632,17387
8327,CD8+,4635,17735
8328,FOXP3-CD4+,4639,17002
8329,FOXP3-CD4+,4642,16909
8330,FOXP3-CD4+,4643,17034
8331,CD8+,4645,17408
8332,FOXP3+CD4+,4649,17525
8333,CD8+,4655,17309
8334,CD8+,4656,17699
8335,FOXP3-CD4+,4658,17210
8336,CD8+,4659,17388
8337,CD8+,4661,17739
8338,CD8+,4664,17889
8339,FOXP3-CD4+,4666,17001
8340,FOXP3-CD4+,4666,17139
8341,FOXP3-CD4+,4672,17190
8342,CD8+,4678,17844
8343,CD8+,4679,17811
8344,FOXP3-CD4+,4680,17533
8345,CD8+,4690,17467
8346,FOXP3-CD4+,4691,17340
8347,CD8+,4692,17556
8348,FOXP3-CD4+,4692,17747
8349,CD8+,4700,17137
8350,FOXP3-CD4+,4700,17535
8351,CD8+,4700,17725
8352,CD8+,4703,17376
8353,CD8+,4707,17740
8354,FOXP3-CD4+,4708,17171
8355,CD8+,4708,17488
8356,FOXP3-CD4+,4709,17551
8357,CD8+,4713,17729
8358,FOXP3-CD4+,4717,17523
8359,FOXP3-CD4+,4720,17159
8360,CD8+,4737,17492
8361,FOXP3-CD4+,4737,17720
8362,FOXP3-CD4+,4737,17750
8363,FOXP3-CD4+,4737,17768
8364,FOXP3-CD4+,4740,17225
8365,CD8+,4746,17475
8366,FOXP3-CD4+,4751,17554
8367,CD8+,4753,17589
8368,FOXP3-CD4+,4754,16393
8369,CD8+,4761,17319
8370,CD8+,4762,17709
8371,CD8+,4763,17112
8372,CD8+,4764,17958
8373,FOXP3-CD4+,4770,17467
8374,FOXP3-CD4+,4776,16242
8375,CD8+,4777,17386
8376,CD8+,4779,16172
8377,CD8+,4779,17357
8378,FOXP3-CD4+,4782,17373
8379,CD8+,4784,17728
8380,FOXP3-CD4+,4788,17247
8381,FOXP3-CD4+,4790,17320
8382,FOXP3-CD4+,4790,17854
8383,CD8+,4794,17577
8384,CD8+,4795,16219
8385,FOXP3-CD4+,4795,17801
8386,FOXP3-CD4+,4799,17763
8387,CD8+,4802,16183
8388,FOXP3-CD4+,4802,17230
8389,FOXP3-CD4+,4807,16605
8390,FOXP3-CD4+,4807,17793
8391,CD8+,4809,16321
8392,CD8+,4811,17938
8393,CD8+,4814,16538
8394,FOXP3-CD4+,4817,17856
8395,FOXP3-CD4+,4833,16233
8396,CD8+,4834,17898
8397,CD8+,4837,17366
8398,CD8+,4837,17581
8399,CD8+,4839,17509
8400,CD8+,4843,16082
8401,FOXP3-CD4+,4846,17570
8402,FOXP3-CD4+,4848,17986
8403,FOXP3-CD4+,4854,16184
8404,CD8+,4854,17904
8405,CD8+,4856,17560
8406,CD8+,4858,16716
8407,CD8+,4860,16573
8408,CD8+,4861,16052
8409,CD8+,4865,16229
8410,CD8+,4868,16347
8411,FOXP3-CD4+,4872,17970
8412,CD8+,4874,16631
8413,FOXP3-CD4+,4876,16309
8414,FOXP3-CD4+,4877,16100
8415,FOXP3-CD4+,4886,17744
8416,CD8+,4889,16099
8417,FOXP3-CD4+,4890,16239
8418,FOXP3-CD4+,4894,16374
8419,CD8+,4899,16599
8420,CD8+,4899,16709
8421,CD8+,4903,16111
8422,FOXP3-CD4+,4903,16499
8423,CD8+,4904,16288
8424,CD8+,4907,16542
8425,CD8+,4909,16160
8426,CD8+,4909,16193
8427,CD8+,4911,16345
8428,CD8+,4918,16061
8429,CD8+,4920,16029
8430,CD8+,4935,16410
8431,CD8+,4940,16024
8432,FOXP3-CD4+,4944,16074
8433,CD8+,4944,16097
8434,CD8+,4946,16053
8435,FOXP3-CD4+,4954,16033
8436,CD8+,4954,16555
8437,CD8+,4954,16833
8438,CD8+,4956,16179
8439,FOXP3-CD4+,4968,16036
8440,FOXP3-CD4+,4978,16069
8441,FOXP3-CD4+,4983,16449
8442,CD8+,4989,16808
8443,CD8+,4991,16883
8444,FOXP3-CD4+,5000,16071
8445,FOXP3+CD4+,5009,16321
8446,CD8+,5018,16252
8447,CD8+,5019,16193
8448,CD8+,5033,16088
8449,CD8+,5036,16952
8450,CD8+,5038,16803
8451,CD8+,5045,16819
8452,FOXP3-CD4+,5053,16193
8453,FOXP3-CD4+,5058,17159
8454,CD8+,5081,16013
8455,CD8+,5087,16031
8456,CD8+,5092,16894
8457,CD8+,5110,16481
8458,FOXP3-CD4+,5110,17308
8459,CD8+,5114,17512
8460,CD8+,5119,17109
8461,FOXP3-CD4+,5120,16638
8462,FOXP3-CD4+,5123,16099
8463,CD8+,5123,16970
8464,CD8+,5133,16439
8465,CD8+,5133,17341
8466,CD8+,5141,17261
8467,CD8+,5144,17402
8468,CD8+,5150,16173
8469,CD8+,5155,16900
8470,FOXP3-CD4+,5155,17696
8471,CD8+,5157,16716
8472,CD8+,5160,17431
8473,FOXP3-CD4+,5160,17639
8474,CD8+,5163,16745
8475,FOXP3-CD4+,5171,17508
8476,CD8+,5174,16264
8477,CD8+,5174,17450
8478,FOXP3-CD4+,5175,16227
8479,FOXP3+CD4+,5177,16280
8480,CD8+,5181,16934
8481,FOXP3-CD4+,5182,17167
8482,FOXP3-CD4+,5185,16975
8483,CD8+,5185,17809
8484,CD8+,5188,16312
8485,FOXP3-CD4+,5190,17750
8486,CD8+,5193,16626
8487,CD8+,5197,16079
8488,CD8+,5197,16902
8489,CD8+,5200,16454
8490,CD8+,5204,16316
8491,CD8+,5206,17807
8492,CD8+,5207,16667
8493,CD8+,5208,16261
8494,CD8+,5209,16302
8495,CD8+,5211,16235
8496,CD8+,5213,17859
8497,FOXP3-CD4+,5215,16799
8498,CD8+,5216,16127
8499,FOXP3-CD4+,5216,17626
8500,CD8+,5218,16377
8501,FOXP3+CD4+,5218,17317
8502,CD8+,5220,16322
8503,CD8+,5220,17841
8504,CD8+,5221,16655
8505,FOXP3-CD4+,5225,17360
8506,CD8+,5226,16573
8507,CD8+,5228,17146
8508,CD8+,5232,16011
8509,CD8+,5233,16197
8510,FOXP3-CD4+,5238,17601
8511,CD8+,5244,16727
8512,CD8+,5245,16122
8513,CD8+,5245,17426
8514,CD8+,5250,16696
8515,FOXP3-CD4+,5253,16535
8516,CD8+,5258,17418
8517,CD8+,5260,16284
8518,CD8+,5261,16631
8519,CD8+,5265,17833
8520,FOXP3-CD4+,5268,16437
8521,CD8+,5269,16350
8522,CD8+,5269,17035
8523,CD8+,5269,17390
8524,CD8+,5274,17089
8525,CD8+,5274,17461
8526,FOXP3-CD4+,5274,17510
8527,CD8+,5281,16222
8528,FOXP3-CD4+,5281,17557
8529,CD8+,5282,17643
8530,CD8+,5286,16691
8531,CD8+,5293,17925
8532,CD8+,5294,16490
8533,CD8+,5297,16162
8534,FOXP3-CD4+,5300,16666
8535,FOXP3-CD4+,5303,17064
8536,CD8+,5303,17702
8537,FOXP3-CD4+,5306,17399
8538,CD8+,5312,17618
8539,CD8+,5316,16091
8540,CD8+,5316,17950
8541,FOXP3-CD4+,5317,16737
8542,FOXP3-CD4+,5320,16667
8543,FOXP3-CD4+,5322,17030
8544,CD8+,5324,16426
8545,FOXP3+CD4+,5326,17372
8546,CD8+,5327,16460
8547,CD8+,5327,17150
8548,CD8+,5327,17759
8549,CD8+,5327,17795
8550,CD8+,5331,17420
8551,CD8+,5334,16664
8552,CD8+,5336,17582
8553,CD8+,5337,17452
8554,FOXP3-CD4+,5342,17215
8555,CD8+,5348,16973
8556,FOXP3-CD4+,5350,17555
8557,CD8+,5350,17773
8558,FOXP3-CD4+,5351,17921
8559,FOXP3-CD4+,5354,17522
8560,FOXP3-CD4+,5356,17104
8561,CD8+,5360,17882
8562,CD8+,5361,17593
8563,CD8+,5362,16194
8564,FOXP3-CD4+,5369,16249
8565,CD8+,5374,16386
8566,FOXP3-CD4+,5382,16016
8567,CD8+,5383,17846
8568,CD8+,5391,16343
8569,CD8+,5398,16194
8570,FOXP3-CD4+,5399,17925
8571,CD8+,5400,17282
8572,CD8+,5405,16632
8573,FOXP3-CD4+,5409,16454
8574,CD8+,5411,17763
8575,FOXP3-CD4+,5411,17927
8576,CD8+,5418,16896
8577,CD8+,5419,17341
8578,FOXP3-CD4+,5421,17844
8579,CD8+,5431,17650
8580,FOXP3-CD4+,5433,16191
8581,CD8+,5434,17281
8582,FOXP3-CD4+,5441,17737
8583,CD8+,5444,16307
8584,FOXP3-CD4+,5444,17822
8585,FOXP3-CD4+,5449,17904
8586,CD8+,5455,16042
8587,FOXP3-CD4+,5459,16089
8588,CD8+,5460,17780
8589,CD8+,5463,16270
8590,CD8+,5463,17630
8591,CD8+,5470,16183
8592,CD8+,5472,16028
8593,CD8+,5476,16980
8594,CD8+,5480,16149
8595,FOXP3-CD4+,5489,16062
8596,CD8+,5490,17171
8597,CD8+,5492,16223
8598,FOXP3-CD4+,5495,17117
8599,CD8+,5502,16938
8600,CD8+,5504,17174
8601,FOXP3-CD4+,5512,17051
8602,FOXP3-CD4+,5512,17066
8603,FOXP3-CD4+,5521,17562
8604,CD8+,5523,17024
8605,CD8+,5524,17122
8606,CD8+,5524,17772
8607,CD8+,5527,16166
8608,FOXP3-CD4+,5531,16615
8609,CD8+,5536,17449
8610,CD8+,5541,17409
8611,CD8+,5544,16130
8612,CD8+,5545,17945
8613,CD8+,5546,17051
8614,FOXP3-CD4+,5564,16520
8615,CD8+,5565,16164
8616,CD8+,5572,17464
8617,CD8+,5574,17155
8618,FOXP3-CD4+,5574,17636
8619,CD8+,5575,17261
8620,FOXP3+CD4+,5577,16491
8621,CD8+,5578,16291
8622,CD8+,5580,17678
8623,CD8+,5583,16304
8624,CD8+,5585,16173
8625,CD8+,5593,16456
8626,FOXP3-CD4+,5597,16653
8627,FOXP3-CD4+,5602,17109
8628,CD8+,5603,16269
8629,CD8+,5603,16771
8630,CD8+,5605,16524
8631,CD8+,5606,17987
8632,CD8+,5611,16486
8633,CD8+,5611,17066
8634,CD8+,5611,17861
8635,CD8+,5614,17937
8636,CD8+,5621,17958
8637,CD8+,5624,16664
8638,CD8+,5627,17380
8639,CD8+,5631,16141
8640,CD8+,5632,17190
8641,CD8+,5633,17025
8642,CD8+,5634,17548
8643,FOXP3-CD4+,5635,17482
8644,CD8+,5638,17705
8645,FOXP3-CD4+,5644,16464
8646,FOXP3-CD4+,5645,16344
8647,CD8+,5645,16779
8648,CD8+,5645,16974
8649,CD8+,5646,16650
8650,CD8+,5646,16804
8651,CD8+,5647,17683
8652,CD8+,5648,17117
8653,CD8+,5654,16261
8654,FOXP3-CD4+,5654,17522
8655,CD8+,5656,16586
8656,CD8+,5656,16629
8657,CD8+,5656,17076
8658,FOXP3-CD4+,5657,16511
8659,CD8+,5657,17856
8660,CD8+,5660,16419
8661,FOXP3-CD4+,5661,16920
8662,FOXP3-CD4+,5663,16549
8663,FOXP3-CD4+,5664,17418
8664,CD8+,5665,16601
8665,FOXP3-CD4+,5666,16153
8666,CD8+,5666,16855
8667,CD8+,5667,16034
8668,CD8+,5668,16713
8669,CD8+,5669,16351
8670,CD8+,5672,16743
8671,FOXP3-CD4+,5674,16457
8672,FOXP3-CD4+,5676,16773
8673,CD8+,5677,17530
8674,CD8+,5679,17033
8675,CD8+,5679,17161
8676,CD8+,5681,16065
8677,CD8+,5682,16495
8678,CD8+,5683,16657
8679,CD8+,5686,17649
8680,CD8+,5688,17896
8681,CD8+,5689,16380
8682,CD8+,5690,16562
8683,CD8+,5691,16212
8684,FOXP3+CD4+,5691,16684
8685,CD8+,5692,16647
8686,FOXP3-CD4+,5693,16051
8687,FOXP3-CD4+,5693,16436
8688,FOXP3-CD4+,5693,17856
8689,FOXP3-CD4+,5694,16131
8690,CD8+,5694,16462
8691,CD8+,5698,17418
8692,CD8+,5701,16539
8693,CD8+,5706,16643
8694,CD8+,5710,16738
8695,CD8+,5711,17966
8696,CD8+,5715,16113
8697,CD8+,5718,17326
8698,CD8+,5721,17198
8699,FOXP3-CD4+,5725,16337
8700,CD8+,5726,16461
8701,CD8+,5726,16493
8702,CD8+,5731,16557
8703,CD8+,5734,17040
8704,CD8+,5744,16791
8705,FOXP3-CD4+,5744,17848
8706,CD8+,5745,16447
8707,FOXP3-CD4+,5747,16530
8708,FOXP3-CD4+,5755,16359
8709,CD8+,5755,17202
8710,FOXP3-CD4+,5757,16098
8711,CD8+,5757,17938
8712,FOXP3-CD4+,5760,17424
8713,CD8+,5760,17857
8714,CD8+,5763,16745
8715,CD8+,5765,17677
8716,FOXP3-CD4+,5766,16068
8717,CD8+,5771,16380
8718,CD8+,5771,16428
8719,CD8+,5783,17877
8720,CD8+,5787,16036
8721,CD8+,5789,16404
8722,CD8+,5793,17551
8723,CD8+,5798,17614
8724,CD8+,5800,16706
8725,CD8+,5807,16695
8726,CD8+,5808,17624
8727,CD8+,5809,17021
8728,CD8+,5812,16378
8729,CD8+,5814,17562
8730,CD8+,5817,16354
8731,CD8+,5817,17151
8732,FOXP3-CD4+,5820,16302
8733,CD8+,5824,16587
8734,CD8+,5825,16396
8735,FOXP3-CD4+,5829,17444
8736,CD8+,5833,17864
8737,FOXP3-CD4+,5839,17401
8738,CD8+,5845,17051
8739,CD8+,5847,17081
8740,CD8+,5851,16688
8741,CD8+,5854,17450
8742,CD8+,5855,16720
8743,CD8+,5859,16990
8744,CD8+,5869,16697
8745,CD8+,5870,16094
8746,CD8+,5875,17046
8747,FOXP3-CD4+,5885,17911
8748,CD8+,5887,17575
8749,CD8+,5889,17093
8750,CD8+,5890,17892
8751,FOXP3-CD4+,5899,16171
8752,CD8+,5899,17330
8753,FOXP3-CD4+,5904,17985
8754,FOXP3-CD4+,5905,17036
8755,CD8+,5923,17716
8756,CD8+,5925,16340
8757,CD8+,5927,17911
8758,FOXP3-CD4+,5929,16988
8759,FOXP3-CD4+,5938,16390
8760,CD8+,5942,16769
8761,CD8+,5942,16985
8762,CD8+,5944,16328
8763,CD8+,5946,16369
8764,CD8+,5946,16809
8765,FOXP3+CD4+,5950,17211
8766,CD8+,5951,17427
8767,FOXP3-CD4+,5951,17677
8768,FOXP3-CD4+,5951,17907
8769,CD8+,5955,17152
8770,CD8+,5955,17590
8771,FOXP3-CD4+,5957,17785
8772,CD8+,5965,17202
8773,CD8+,5967,16112
8774,FOXP3-CD4+,5967,17621
8775,FOXP3-CD4+,5969,17864
8776,CD8+,5970,16721
8777,CD8+,5971,17927
8778,CD8+,5978,17722
8779,CD8+,5991,16093
8780,CD8+,6015,16050
8781,CD8+,6016,17939
8782,CD8+,6020,16196
8783,FOXP3-CD4+,6021,16275
8784,CD8+,6021,16827
8785,FOXP3-CD4+,6022,16933
8786,CD8+,6024,16080
8787,FOXP3-CD4+,6025,17447
8788,FOXP3-CD4+,6031,16888
8789,FOXP3-CD4+,6037,16200
8790,FOXP3-CD4+,6038,16954
8791,FOXP3-CD4+,6039,17446
8792,FOXP3-CD4+,6041,16895
8793,CD8+,6043,16274
8794,FOXP3-CD4+,6043,17862
8795,FOXP3-CD4+,6044,16673
8796,FOXP3+CD4+,6044,17014
8797,FOXP3-CD4+,6049,16432
8798,CD8+,6051,17985
8799,CD8+,6052,16653
8800,FOXP3-CD4+,6053,16445
8801,FOXP3-CD4+,6055,16738
8802,FOXP3-CD4+,6056,17855
8803,FOXP3-CD4+,6057,16385
8804,FOXP3-CD4+,6059,17261
8805,FOXP3-CD4+,6068,17250
8806,FOXP3-CD4+,6068,17955
8807,CD8+,6072,17134
8808,FOXP3-CD4+,6072,17444
8809,CD8+,6075,17941
8810,FOXP3-CD4+,6077,16161
8811,FOXP3-CD4+,6077,16362
8812,CD8+,6078,16526
8813,CD8+,6079,17968
8814,CD8+,6081,16496
8815,FOXP3+CD4+,6083,16080
8816,FOXP3-CD4+,6085,16173
8817,CD8+,6087,16814
8818,CD8+,6090,16605
8819,FOXP3-CD4+,6096,17931
8820,CD8+,6099,16196
8821,CD8+,6102,17413
8822,FOXP3-CD4+,6106,17988
8823,FOXP3-CD4+,6108,16075
8824,FOXP3-CD4+,6111,16618
8825,CD8+,6123,16268
8826,FOXP3-CD4+,6124,17084
8827,CD8+,6128,17624
8828,FOXP3-CD4+,6133,17093
8829,FOXP3-CD4+,6139,16251
8830,CD8+,6148,16214
8831,CD8+,6154,17593
8832,CD8+,6155,16262
8833,CD8+,6158,17624
8834,CD8+,6167,16468
8835,CD8+,6171,17419
8836,FOXP3-CD4+,6175,16791
8837,FOXP3-CD4+,6186,17092
8838,CD8+,6199,17557
8839,FOXP3-CD4+,6207,17746
8840,CD8+,6209,17923
8841,FOXP3-CD4+,6211,16803
8842,FOXP3-CD4+,6217,17934
8843,FOXP3-CD4+,6219,16789
8844,CD8+,6238,16050
8845,FOXP3-CD4+,6239,17097
8846,CD8+,6242,17225
8847,FOXP3-CD4+,6244,17080
8848,CD8+,6248,16175
8849,CD8+,6250,17030
8850,CD8+,6251,16884
8851,CD8+,6253,16156
8852,CD8+,6257,17936
8853,CD8+,6264,16023
8854,CD8+,6268,16242
8855,CD8+,6270,16887
8856,FOXP3-CD4+,6274,17547
8857,CD8+,6278,17868
8858,CD8+,6286,17982
8859,FOXP3-CD4+,6289,16064
8860,FOXP3-CD4+,6295,16734
8861,CD8+,6298,17220
8862,CD8+,6303,17939
8863,FOXP3-CD4+,6313,17583
8864,FOXP3-CD4+,6317,16619
8865,FOXP3-CD4+,6337,17768
8866,CD8+,6340,16840
8867,FOXP3-CD4+,6348,17049
8868,CD8+,6348,17474
8869,FOXP3-CD4+,6351,16224
8870,CD8+,6354,17898
8871,FOXP3-CD4+,6356,16040
8872,CD8+,6358,17084
8873,FOXP3-CD4+,6364,16232
8874,CD8+,6368,17239
8875,CD8+,6369,17108
8876,FOXP3-CD4+,6382,17036
8877,FOXP3-CD4+,6383,16467
8878,FOXP3-CD4+,6386,17067
8879,FOXP3-CD4+,6386,17316
8880,CD8+,6387,16068
8881,CD8+,6391,16045
8882,FOXP3-CD4+,6392,16144
8883,FOXP3-CD4+,6394,16771
8884,FOXP3-CD4+,6397,17039
8885,CD8+,6400,17866
8886,CD8+,6405,16108
8887,CD8+,6407,17341
8888,FOXP3-CD4+,6408,16323
8889,FOXP3-CD4+,6410,16942
8890,CD8+,6410,17675
8891,CD8+,6412,16204
8892,FOXP3-CD4+,6412,17369
8893,CD8+,6416,17820
8894,FOXP3-CD4+,6417,17150
8895,FOXP3-CD4+,6426,17462
8896,CD8+,6427,16881
8897,CD8+,6431,17558
8898,CD8+,6441,16041
8899,FOXP3-CD4+,6444,17438
8900,CD8+,6459,17624
8901,FOXP3-CD4+,6462,16378
8902,FOXP3-CD4+,6464,17141
8903,CD8+,6468,16257
8904,CD8+,6473,17430
8905,CD8+,6482,16790
8906,CD8+,6483,16949
8907,CD8+,6484,16528
8908,CD8+,6495,17928
8909,CD8+,6504,17882
8910,CD8+,6511,16638
8911,CD8+,6512,16327
8912,FOXP3-CD4+,6514,17663
8913,CD8+,6514,17820
8914,CD8+,6515,17846
8915,CD8+,6520,17935
8916,CD8+,6528,16038
8917,FOXP3-CD4+,6530,16584
8918,FOXP3-CD4+,6531,17138
8919,CD8+,6532,16682
8920,CD8+,6537,16545
8921,CD8+,6538,17440
8922,FOXP3-CD4+,6539,17663
8923,CD8+,6542,16806
8924,FOXP3-CD4+,6552,17070
8925,FOXP3-CD4+,6553,17879
8926,CD8+,6554,16740
8927,CD8+,6560,16672
8928,FOXP3-CD4+,6561,16691
8929,CD8+,6561,16806
8930,CD8+,6569,16837
8931,CD8+,6573,16984
8932,FOXP3-CD4+,6575,16965
8933,CD8+,6575,17901
8934,FOXP3-CD4+,6577,17240
8935,CD8+,6578,17463
8936,CD8+,6579,16804
8937,CD8+,6580,16827
8938,CD8+,6580,17450
8939,FOXP3-CD4+,6581,16310
8940,CD8+,6581,16435
8941,FOXP3-CD4+,6584,17019
8942,FOXP3-CD4+,6585,17201
8943,FOXP3-CD4+,6589,17650
8944,CD8+,6592,17859
8945,CD8+,6593,16639
8946,FOXP3-CD4+,6604,17438
8947,FOXP3-CD4+,6615,17588
8948,FOXP3-CD4+,6616,17946
8949,FOXP3-CD4+,6619,16514
8950,FOXP3-CD4+,6621,17653
8951,CD8+,6624,17976
8952,CD8+,6630,16071
8953,FOXP3-CD4+,6639,17408
8954,FOXP3-CD4+,6641,17476
8955,FOXP3-CD4+,6642,16316
8956,CD8+,6647,17295
8957,FOXP3-CD4+,6648,16593
8958,CD8+,6649,16113
8959,FOXP3-CD4+,6655,17496
8960,CD8+,6668,16220
8961,FOXP3-CD4+,6668,16556
8962,FOXP3-CD4+,6668,17325
8963,FOXP3+CD4+,6669,17380
8964,FOXP3-CD4+,6670,17509
8965,FOXP3-CD4+,6674,17524
8966,CD8+,6676,16116
8967,FOXP3-CD4+,6677,17895
8968,CD8+,6680,16242
8969,CD8+,6690,17177
8970,FOXP3-CD4+,6691,17541
8971,CD8+,6697,16365
8972,FOXP3-CD4+,6699,17143
8973,CD8+,6705,16940
8974,FOXP3-CD4+,6708,17231
8975,CD8+,6712,16290
8976,FOXP3-CD4+,6712,16462
8977,FOXP3-CD4+,6716,17420
8978,FOXP3-CD4+,6725,17197
8979,CD8+,6731,16852
8980,FOXP3-CD4+,6738,16715
8981,CD8+,6738,17185
8982,FOXP3+CD4+,6741,17154
